,ret,stdev,sharpe,MKTX,AVGO,MTCH,CMCSA,AMD,TROW,ADBE,BIIB,ABMD,POOL
0,-0.2031811689965261,0.38147330765127413,-0.5355058005349901,0.6442814635812795,0.9999999999999999,0.4015969846372134,-0.9999999999999999,0.027563118902932237,0.7692297225662684,0.001159024045422852,-0.16032098001874726,-0.7036789084206493,0.020169574706280557
1,-0.37794787349855874,0.6114461602778143,-0.6197567310364358,-0.6969999613220179,1.0,-0.08193526840099874,0.4387575668912672,0.6140290986107865,-0.5433174447992394,-0.02764763261505565,-0.24689228735476007,-0.4308845855791182,0.9748905145691364
2,0.24097353851958486,0.8729974893475714,0.2751136646441869,-0.19094590839247821,1.0,0.4920255729262595,-1.0,-0.14800951157651607,-0.9999999999999999,1.0,0.8802212918721639,-0.38581865777595165,0.3525272129465227
3,1.6690989181255524,0.5855232446893077,2.8494153447500516,0.6203534457882759,1.0,0.4914079487412862,-0.30269645290783925,-0.7119177231996976,0.6774533320212061,-0.7354342819210907,0.16762977654394856,-0.9999999999999999,0.793203954933911
4,-0.6059911572433766,0.39834459646151943,-1.5225288923982288,0.49177011191736797,1.0,-0.5006366780772178,-0.9999999999999971,-1.0,0.5548420618818929,0.6311892718680904,0.037887380491154185,0.7849478519187211,-1.176836406102666e-14
5,3.8217536111259407,1.4999781073693437,2.5476062566191833,-0.08752713486071907,0.1924905659354685,0.39043868379429764,-0.35730692031342964,-0.9999999999999998,0.051550801281005275,1.0,0.9999999999999996,-0.6047241294700797,0.41507813363345714
6,-0.8080645777222736,0.49523692506116185,-1.6330861791502946,0.40274611781293335,1.0,-0.4535629242441585,-0.9701537297368236,-0.9999999999999996,-0.06862588857923489,0.13056596547139324,0.2723889851149283,0.5853985363086952,1.1012429378522666
7,0.5288053528156896,0.50467073215737,1.046435466067432,-0.28227394152445473,1.0,0.29143880146076606,-1.0,-0.9839943595207477,0.9405418125428727,1.0,-0.010825299302489858,-0.5212378936296468,0.5663508799737004
8,-2.2338979573913127,0.4955668721657837,-4.509377205996391,0.31735005982936304,0.9999999999999999,-0.6058163471869904,-0.527493968570263,-0.8131946689515815,0.9769933810236116,1.0,0.09173292889933893,-1.0,0.5604286149565214
9,2.117428743509058,0.2903896354908093,7.288582252365013,0.01605109407450908,0.6569482646117636,-0.023768409484452697,-0.5795693979909566,-0.21417836786222744,0.262994888559877,1.0,0.01934118463341251,-0.26781357578215764,0.12999431924023197
10,-1.5518532989016913,0.3248562795360491,-4.781663143837479,0.860723142107932,1.0,0.368869099938739,0.0008050738237255731,-0.22028845904015235,-0.9999999999999999,0.07192151424393785,0.23362803764715456,-0.31565840872133144,-5.329070518200751e-15
11,6.15619255074524,0.5087717913183484,12.095978306498727,0.7711593683008721,1.0,-0.026060927528734866,-0.6025060742563916,0.11439637717159302,-0.288794536335444,-0.629275477627919,0.548449684182637,0.09073747712545338,0.02189410896793431
12,-2.7748122192133753,0.8617221947933571,-3.2244872373047007,0.666694018314697,0.9999999999999999,1.0,-0.6749508622667676,-0.2165321222706314,0.381531782070157,0.3842558643438787,-1.0,-1.0,0.45900131980866643
13,2.7625159833936612,0.5491891537945957,5.016515647401287,0.5531412307034067,0.5147615420818091,0.4502709369599218,-1.0,0.15843930832016792,0.4428536820565158,-0.9999999999999999,-0.0997028553815458,-0.16178319317168194,1.142019348431406
14,2.3795145665371846,0.9192757086750425,2.578567609442957,-0.4130220710743335,0.9999999999999999,0.9999999999999999,-1.0,0.15575687107292854,1.0,-0.5047248982089333,0.6756751967236818,-1.0,0.08631490148665666
15,-0.29081196290597794,0.6740757834194969,-0.4557528551871905,0.7105032929325332,1.0,0.06766298385545899,-1.0,-0.10775117564188062,-0.03152325215242499,-1.0,0.8391074335644821,-0.5216987870467381,1.0436995044885693
16,-0.5102302616349382,0.6506549798498587,-0.8164546158664948,-0.2616680602438719,1.0,0.09108795698889759,-0.10557295820292167,-0.5254672584997477,0.9100646656413762,-0.15883095187716317,0.5655415026489822,-0.5151548964555458,-5.773159728050814e-15
17,0.2878975457171012,0.3683857550985154,0.7250485178116421,0.33146145371379543,0.9999999999999998,0.12085490516198133,-0.9999999999999999,-0.4980889092477572,-0.02434583708948672,-0.47464436646005165,0.9999999999999979,-0.5031636443245184,1.0479263982460394
18,0.3353702067271132,0.6575239738337606,0.4674661593477115,0.7395101015909084,1.0,0.19366051142664253,-0.9999999999999999,-0.27128243642249367,0.025114927099942435,-0.2419406476813669,0.9999999999999993,-0.5122390684912518,0.06717661247761952
19,-0.29989706405653166,0.40182972060004785,-0.8204894938189209,0.4537496532648737,-0.3414982427515883,-0.3523899775729636,0.9999999999999968,0.15376311633139758,-0.9999999999999991,0.03277111181281876,0.7370802907670861,-0.2123639394862201,0.5288879876345981
20,3.2147035359845835,1.3535039781348972,2.349386176438454,0.46836677006952815,1.0,-0.09426451468070154,-0.7986221158274477,-0.52542097171305,-1.0,1.0,0.9369471666787554,-0.4518501475101512,0.46484381298306676
21,2.865720533174849,0.5362998319468687,5.269292222069564,0.9999999999999994,1.0,-0.43597244859207845,0.10790294958765431,-0.027429524183517285,-0.9999999999999996,0.5124774184704428,-0.28072175760964674,-0.1817820830763826,0.3055254454035279
